  0.1000000     -9.1346919E-05
  0.2000000     -3.5730738E-04
  0.3000000     -7.7429536E-04
  0.4000000     -1.3051295E-03
  0.5000000     -1.9020211E-03
  0.6000000     -2.5103912E-03
  0.7000000     -3.0731717E-03
  0.8000000     -3.5352272E-03
  0.9000000     -3.8475296E-03
   1.000000     -3.9707674E-03
   1.100000     -3.8780805E-03
   1.200000     -3.5567684E-03
   1.300000     -3.0088830E-03
   1.400000     -2.2506651E-03
   1.500000     -1.3110177E-03
   1.600000     -2.2911755E-04
   1.700000      9.4855076E-04
   1.800000      2.1714969E-03
   1.900000      3.3885455E-03
   2.000000      4.5509799E-03
   2.100000      5.6152670E-03
   2.200000      6.5451632E-03
   2.300000      7.3132114E-03
   2.400000      7.9014720E-03
   2.500000      8.3016157E-03
   2.600000      8.5143531E-03
   2.700000      8.5484451E-03
   2.800000      8.4192930E-03
   2.900000      8.1473440E-03
   3.000000      7.7563957E-03
   3.100000      7.2719464E-03
   3.200000      6.7197429E-03
   3.300000      6.1244457E-03
   3.400000      5.5086752E-03
   3.500000      4.8922505E-03
   3.600000      4.2917612E-03
   3.700000      3.7203752E-03
   3.800000      3.1878599E-03
   3.900000      2.7008008E-03
   4.000000      2.2629348E-03
   4.100000      1.8755525E-03
   4.200000      1.5379550E-03
   4.300000      1.2479209E-03
   4.400000      1.0021211E-03
   4.500000      7.9652213E-04
   4.600000      6.2670856E-04
   4.700000      4.8816207E-04
   4.800000      3.7646689E-04
   4.900000      2.8746357E-04
   5.000000      2.1734679E-04
   5.100000      1.6272580E-04
   5.200000      1.2064323E-04
   5.300000      8.8572917E-05
   5.400000      6.4394910E-05
   5.500000      4.6360539E-05
   5.600000      3.3050903E-05
   5.700000      2.3331202E-05
   5.800000      1.6307533E-05
   5.900000      1.1285040E-05
   6.000000      7.7311352E-06
   6.100000      5.2427358E-06
   6.200000      3.5187154E-06
   6.300000      2.3369580E-06
   6.400000      1.5355529E-06
   6.500000      9.9797080E-07
   6.600000      6.4132161E-07
   6.700000      4.0736074E-07
   6.800000      2.5564020E-07
   6.900000      1.5841027E-07
   7.000000      9.6858415E-08
