0.1,3.109428E-007
0.2,4.9292316E-006
0.3,2.4572091E-005
0.4,7.6000113E-005
0.5,0.00018046398
0.6,0.00036171864
0.7,0.00064377283
0.8,0.0010485625
0.9,0.0015937396
1,0.0022907588
1.1,0.003143413
1.2,0.0041469228
1.3,0.0052876682
1.4,0.0065435227
1.5,0.007884833
1.6,0.0092758676
1.7,0.010676688
1.8,0.012045267
1.9,0.013339676
2,0.014520274
2.1,0.015551594
2.2,0.016404033
2.3,0.017055035
2.4,0.017489871
2.5,0.017701963
2.6,0.017692678
2.7,0.01747082
2.8,0.017051693
2.9,0.016455976
3,0.015708407
3.1,0.014836405
3.2,0.013868696
3.3,0.012834074
3.4,0.011760253
3.5,0.010672947
3.6,0.0095951715
3.7,0.0085467184
3.8,0.0075438968
3.9,0.0065994514
4,0.0057226419
4.1,0.0049194735
4.2,0.004193007
4.3,0.0035437816
4.4,0.0029702124
4.5,0.0024690526
4.6,0.0020357938
4.7,0.0016650794
4.8,0.0013510432
4.9,0.0010875978
5,0.00086868618
5.1,0.0006884652
5.2,0.00054144126
5.3,0.00042256931
5.4,0.00032729915
5.5,0.00025160299
5.6,0.00019196908
5.7,0.00014538212
5.8,0.00010928891
5.9,8.1553706E-005
6,6.0413087E-005
6.1,4.4427896E-005
6.2,3.2436325E-005
6.3,2.3511207E-005
6.4,1.6919981E-005
6.5,1.2089836E-005
6.6,8.5772572E-006
6.7,6.0422121E-006
6.8,4.2264614E-006
6.9,2.9356252E-006
7,2.0247837E-006
